,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tBodyAcc-mad()-X,tBodyAcc-mad()-Y,tBodyAcc-mad()-Z,tBodyAcc-max()-X,tBodyAcc-max()-Y,tBodyAcc-max()-Z,tBodyAcc-min()-X,tBodyAcc-min()-Y,tBodyAcc-min()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyro-mad()-X,tBodyGyro-mad()-Y,tBodyGyro-mad()-Z,tBodyGyro-max()-X,tBodyGyro-max()-Y,tBodyGyro-max()-Z,tBodyGyro-min()-X,tBodyGyro-min()-Y,tBodyGyro-min()-Z,fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAcc-mad()-X,fBodyAcc-mad()-Y,fBodyAcc-mad()-Z,fBodyAcc-max()-X,fBodyAcc-max()-Y,fBodyAcc-max()-Z,fBodyAcc-min()-X,fBodyAcc-min()-Y,fBodyAcc-min()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyGyro-mad()-X,fBodyGyro-mad()-Y,fBodyGyro-mad()-Z,fBodyGyro-max()-X,fBodyGyro-max()-Y,fBodyGyro-max()-Z,fBodyGyro-min()-X,fBodyGyro-min()-Y,fBodyGyro-min()-Z,subject,Activity
10,0.27688027,-0.012721805,-0.10343832,-0.99481511,-0.97307692,-0.98535702,-0.99550927,-0.97394796,-0.98517247,-0.94002751,-0.55459369,-0.81585037,0.84544241,0.68475694,0.83845531,-0.024708255,-0.068884585,0.085481775,-0.98466387,-0.98821559,-0.98090404,-0.98548275,-0.98982799,-0.98350728,-0.87157112,-0.9486937,-0.74774134,0.83673943,0.90737892,0.80670461,-0.99288633,-0.970608,-0.98367242,-0.99581075,-0.97510993,-0.98683043,-0.99504873,-0.97376691,-0.98513139,-0.99646574,-0.9791701,-0.98518051,-0.98648293,-0.98557869,-0.99957469,-0.98191251,-0.98782272,-0.97727189,-0.9854689,-0.98846395,-0.98394887,-0.98054257,-0.98803507,-0.97826286,-0.98908194,-0.9916912,-0.99253394,-0.99783721,-0.98971631,-0.98620544,1,0
11,0.27622817,-0.021441302,-0.10820234,-0.99824595,-0.98721376,-0.99272659,-0.99825127,-0.98599654,-0.99318188,-0.94390578,-0.57142214,-0.82069493,0.85053227,0.6865276,0.84601343,-0.031173158,-0.074666711,0.091577535,-0.99416933,-0.99556652,-0.99579097,-0.99402183,-0.99548541,-0.99618679,-0.88564296,-0.95433478,-0.75587451,0.84187441,0.91406722,0.82586725,-0.99823935,-0.98491607,-0.9916394,-0.99818143,-0.98828445,-0.99319699,-0.99778695,-0.98800565,-0.992329,-0.99809918,-0.98935129,-0.99307555,-0.99723464,-0.9885668,-0.99281213,-0.99258395,-0.99621833,-0.99512791,-0.99461526,-0.99509504,-0.99637239,-0.99390904,-0.99606636,-0.99525994,-0.99406008,-0.99421674,-0.99769321,-0.99400214,-0.99967255,-0.99714963,1,0
12,0.278457,-0.020414761,-0.11273172,-0.99913488,-0.98468004,-0.99627424,-0.99907654,-0.98293702,-0.99641031,-0.94390578,-0.56970419,-0.82503369,0.85206858,0.6865276,0.84601343,-0.029168611,-0.075944066,0.086183519,-0.99544544,-0.9971092,-0.99586602,-0.99499607,-0.99702897,-0.9958825,-0.88615917,-0.95606969,-0.7572021,0.84358903,0.91406722,0.82856541,-0.99937732,-0.98715877,-0.99581923,-0.99895036,-0.98325916,-0.9960017,-0.99919352,-0.9882981,-0.99448895,-0.9988687,-0.97925769,-0.99758779,-0.99746708,-0.99447954,-0.99982327,-0.99448722,-0.99805671,-0.99645488,-0.99568481,-0.99646211,-0.99589308,-0.9953523,-0.99775797,-0.99596933,-0.99473596,-0.99569165,-0.99586953,-0.99774111,-0.99850193,-0.99832334,1,0
13,0.27717497,-0.014712802,-0.10675647,-0.99918834,-0.99052638,-0.99336501,-0.99921135,-0.99068725,-0.99216753,-0.94332286,-0.56935747,-0.8225147,0.85203494,0.6926473,0.8463496,-0.027087093,-0.071831343,0.083622237,-0.99761834,-0.99760953,-0.99617388,-0.99734429,-0.99775331,-0.99603548,-0.88615917,-0.95512014,-0.75928311,0.84623834,0.9149655,0.82856541,-0.99881956,-0.98880768,-0.99182892,-0.99938998,-0.9910295,-0.9941392,-0.99860751,-0.990601,-0.99349789,-0.99995159,-0.99039023,-0.99559771,-0.99232751,-0.98639158,-0.98129348,-0.99630863,-0.997468,-0.99577517,-0.99806499,-0.99764892,-0.99660307,-0.99734124,-0.9976712,-0.99564055,-0.99812529,-0.99739836,-0.99745927,-0.99895652,-0.99658007,-0.99909269,1,0
14,0.29794572,0.027093908,-0.061668123,-0.98864079,-0.8166986,-0.90190653,-0.98895795,-0.79428042,-0.8880146,-0.92597669,-0.44846574,-0.73057881,0.84866648,0.68064999,0.83820463,-0.010548201,0.15705425,-0.17452147,-0.97753165,-0.94186755,-0.91159041,-0.98098337,-0.94424193,-0.91530841,-0.85984111,-0.87785296,-0.80347118,0.82506425,0.93234002,0.68601078,-0.98933967,-0.88341385,-0.95494861,-0.98817595,-0.79942945,-0.88547351,-0.99010744,-0.8866064,-0.94271506,-0.9864893,-0.78435735,-0.84797448,-0.99366235,-0.87461957,-0.984784,-0.97246478,-0.95036887,-0.91031729,-0.97906665,-0.93741192,-0.91991214,-0.97503017,-0.95297531,-0.92008911,-0.97859099,-0.94033025,-0.9308079,-0.99351292,-0.95350437,-0.86794139,1,0
15,0.27920345,-0.023020143,-0.12208028,-0.99683904,-0.97484812,-0.98338551,-0.99709389,-0.97333193,-0.98406535,-0.9417158,-0.57093916,-0.81763455,0.84866648,0.68064999,0.83820463,-0.015810859,0.027702205,-0.02694145,-0.98874836,-0.96725751,-0.93401801,-0.98803853,-0.96566238,-0.92928393,-0.8747857,-0.92541442,-0.76907233,0.84535354,0.91941571,0.7597723,-0.9956289,-0.98317075,-0.98412856,-0.99746986,-0.97150398,-0.98329938,-0.99613179,-0.98069195,-0.98546623,-0.99887232,-0.97698873,-0.98055204,-0.99476444,-0.99207116,-0.98345799,-0.99083312,-0.97688822,-0.94907865,-0.98824485,-0.96247444,-0.93544517,-0.99036998,-0.97695291,-0.9475014,-0.98659163,-0.95976932,-0.93476675,-0.99754283,-0.97272815,-0.94645167,1,0
16,0.27903836,-0.014800378,-0.11684896,-0.99694116,-0.98186562,-0.98257653,-0.99721998,-0.98161964,-0.98133604,-0.9417158,-0.56349958,-0.8242149,0.85257303,0.6888947,0.83839767,-0.013406816,-0.046264419,0.060933625,-0.98911045,-0.98218028,-0.97436137,-0.98850318,-0.98209817,-0.97608905,-0.8748622,-0.94352911,-0.7509771,0.84535354,0.91198318,0.80165943,-0.99619504,-0.98725851,-0.98768709,-0.99727628,-0.97932377,-0.97998327,-0.99617412,-0.98455754,-0.98586494,-0.99819663,-0.982284,-0.97098824,-0.99786836,-0.99497265,-0.99037415,-0.99075452,-0.98614115,-0.97429588,-0.98869915,-0.98002865,-0.97655213,-0.99089979,-0.9861354,-0.97615891,-0.98392644,-0.98290005,-0.98189335,-0.99361256,-0.98755003,-0.98895833,1,0
17,0.2801349,-0.013916951,-0.10637048,-0.99769492,-0.98751567,-0.99040744,-0.99801432,-0.98795448,-0.99219012,-0.94207598,-0.56349958,-0.81589176,0.84985145,0.69387601,0.83839767,-0.012725097,-0.077761376,0.094503668,-0.9891964,-0.9897621,-0.98196822,-0.98945367,-0.99187358,-0.98399088,-0.8748622,-0.95095864,-0.74678306,0.84304451,0.9112031,0.8168911,-0.99683409,-0.98804239,-0.98993731,-0.9981406,-0.98689854,-0.99059032,-0.99713821,-0.98939698,-0.99063072,-0.99901272,-0.98787961,-0.98800919,-0.99864228,-0.99252659,-0.98968509,-0.98907811,-0.99140219,-0.98219024,-0.98921392,-0.9887699,-0.98337078,-0.99055076,-0.99112098,-0.9822163,-0.98537289,-0.99140379,-0.98686421,-0.99408138,-0.99185969,-0.99151522,1,0
18,0.27773106,-0.018210718,-0.10918803,-0.99749074,-0.99322197,-0.99612795,-0.99790305,-0.99271072,-0.99649182,-0.94487012,-0.57509103,-0.81589176,0.84715408,0.69259112,0.84722607,-0.02464236,-0.087790863,0.10782187,-0.99128786,-0.99769748,-0.99533142,-0.99094655,-0.99790598,-0.99561751,-0.87883655,-0.95829725,-0.74678306,0.84277019,0.9112031,0.83632119,-0.99680119,-0.99094436,-0.99596151,-0.99781366,-0.99394956,-0.99565162,-0.99712409,-0.99292568,-0.99297864,-0.99789888,-0.99643361,-0.9967723,-0.99912221,-0.99120842,-0.99144766,-0.99051434,-0.99790133,-0.99428753,-0.99146979,-0.99749133,-0.99613008,-0.9908224,-0.9976312,-0.99450201,-0.99086984,-0.99831425,-0.99743823,-0.99758133,-0.99810279,-0.99978694,1,0
19,0.27556818,-0.016979698,-0.11142918,-0.99781139,-0.9905223,-0.99762104,-0.99820522,-0.98946983,-0.99719303,-0.94566163,-0.57334183,-0.82658225,0.84715408,0.69259112,0.84750921,-0.029461913,-0.084376762,0.10074789,-0.99590036,-0.99754503,-0.99504298,-0.99590963,-0.99738724,-0.99488218,-0.88458597,-0.95800296,-0.75111705,0.84277019,0.91329769,0.8329429,-0.99720497,-0.99029766,-0.99669495,-0.99809595,-0.99012472,-0.9976144,-0.99709815,-0.99214118,-0.99584462,-0.99920493,-0.98855611,-0.99890913,-0.99938685,-0.99831342,-0.99134945,-0.99517802,-0.9982421,-0.995936,-0.99606208,-0.99703422,-0.99502512,-0.99566902,-0.99772361,-0.99554083,-0.99505892,-0.99614869,-0.99373084,-0.99794426,-0.99883646,-0.99858059,1,0
20,0.27756171,-0.014318487,-0.10787724,-0.99790424,-0.99431129,-0.99595166,-0.99836517,-0.99360447,-0.99559481,-0.94147242,-0.57295816,-0.82002259,0.85161294,0.69476646,0.84750921,-0.029814933,-0.078706495,0.093773469,-0.99747587,-0.99822808,-0.99813809,-0.99733101,-0.99814002,-0.99806243,-0.88693926,-0.95753247,-0.75684167,0.84512415,0.91452654,0.83216678,-0.99719829,-0.99261084,-0.99417669,-0.99825827,-0.99458578,-0.99675387,-0.9977064,-0.99464797,-0.99476183,-0.99852864,-0.99484229,-0.99844481,-0.99763297,-0.99246088,-0.99655088,-0.99678336,-0.99846765,-0.99695895,-0.99765151,-0.99799488,-0.9988931,-0.99730473,-0.9983642,-0.99781406,-0.99681936,-0.99729153,-0.99947494,-0.99691176,-0.99959574,-0.99723899,1,0
21,0.27715238,-0.017983328,-0.10660117,-0.99776322,-0.98995727,-0.99658567,-0.99829082,-0.9896687,-0.99670045,-0.94147242,-0.57295816,-0.81751965,0.84968627,0.68945922,0.84986038,-0.02917889,-0.07955402,0.094585279,-0.99758401,-0.99864863,-0.99768157,-0.99745259,-0.9986228,-0.9976881,-0.88645059,-0.95753247,-0.75529442,0.84421838,0.91430311,0.83191838,-0.99657474,-0.98697802,-0.99542528,-0.99844386,-0.99134414,-0.99683996,-0.99719098,-0.99185281,-0.99530128,-0.99955202,-0.99096362,-0.99711289,-0.99691273,-0.98301951,-0.99951737,-0.99638039,-0.99844454,-0.99640039,-0.99797979,-0.99874253,-0.99850636,-0.99694604,-0.99856413,-0.9977387,-0.99836579,-0.99930215,-0.99876926,-0.99880035,-0.99924806,-0.99628925,1,0
22,0.2756763,-0.021264234,-0.11080122,-0.99786211,-0.99009076,-0.99459257,-0.99833345,-0.98947266,-0.99448451,-0.94456672,-0.57528783,-0.81751965,0.84968627,0.68945922,0.84137235,-0.028153699,-0.076118947,0.088998758,-0.99808137,-0.9975863,-0.99486246,-0.99848514,-0.99746368,-0.99455042,-0.88489044,-0.95667138,-0.75529442,0.84421838,0.91430311,0.8296057,-0.9975464,-0.9864129,-0.99403597,-0.99796805,-0.99198378,-0.99452293,-0.99738207,-0.98998491,-0.99299471,-0.99850962,-0.99442693,-0.99523013,-0.99848141,-0.9937066,-0.99597939,-0.9970942,-0.99788171,-0.99467877,-0.99840904,-0.9973201,-0.99529435,-0.99743134,-0.99821854,-0.99502525,-0.99885643,-0.99628991,-0.99487514,-0.99968243,-0.99852898,-0.9949492,1,0
23,0.2792002,-0.017714427,-0.10916135,-0.99838929,-0.98730784,-0.99083159,-0.99886852,-0.98677131,-0.98963739,-0.94367519,-0.56780337,-0.82543702,0.85001518,0.69190301,0.84137235,-0.027220935,-0.069195151,0.079055228,-0.99833703,-0.99820829,-0.99598691,-0.99861997,-0.99807696,-0.99609255,-0.88485843,-0.95613276,-0.76046172,0.84640091,0.91631244,0.82674198,-0.99750264,-0.98498699,-0.98999238,-0.9989003,-0.98839141,-0.99125809,-0.99851052,-0.98849373,-0.98903757,-0.99894324,-0.99063155,-0.99317423,-0.99344348,-0.98850848,-0.9922232,-0.99763528,-0.99799155,-0.9942121,-0.9985502,-0.99830862,-0.99714765,-0.99802992,-0.99829837,-0.99634726,-0.99861985,-0.9986471,-0.99715343,-0.99937702,-0.99910672,-0.99390959,1,0
24,0.28171549,-0.011910678,-0.10287513,-0.99853388,-0.98848901,-0.99318367,-0.99867433,-0.98854392,-0.99328718,-0.94255883,-0.56386922,-0.81539879,0.85252893,0.69354066,0.84726168,-0.024960701,-0.071607144,0.080856127,-0.99624819,-0.99767145,-0.99406934,-0.9962545,-0.99757448,-0.99421478,-0.88396171,-0.95613276,-0.75546651,0.84387111,0.91422722,0.82674198,-0.99865677,-0.98672372,-0.99260252,-0.99840255,-0.98914555,-0.9932395,-0.99850011,-0.98988454,-0.99322615,-0.99858651,-0.98711606,-0.99174309,-0.99553448,-0.99053813,-0.99746946,-0.99512261,-0.99756262,-0.99341683,-0.99656089,-0.9976868,-0.99477065,-0.99564968,-0.99760556,-0.99435965,-0.99666683,-0.99774536,-0.99467528,-0.99822494,-0.99931767,-0.99919833,1,0
25,0.27899267,-0.014531029,-0.10659617,-0.99805969,-0.98606983,-0.99342424,-0.99805916,-0.98519239,-0.99501788,-0.94255883,-0.56386922,-0.81539879,0.85044026,0.69188515,0.84156459,-0.027372739,-0.0753043,0.088552726,-0.9935398,-0.99742925,-0.99505457,-0.99374243,-0.99753398,-0.99531108,-0.88396171,-0.95574729,-0.75546651,0.84198968,0.91422722,0.82839042,-0.99747202,-0.9852728,-0.99227953,-0.99834409,-0.98628632,-0.9938875,-0.99711173,-0.98828506,-0.9929356,-0.99930853,-0.98399245,-0.98888491,-0.99684175,-0.99168044,-0.99056278,-0.99272051,-0.99733625,-0.99325176,-0.99372716,-0.9974327,-0.99626738,-0.99246385,-0.99764422,-0.99518969,-0.99449412,-0.99723394,-0.9973407,-0.99772958,-0.99848973,-0.9916076,1,0
26,0.27573444,-0.01801884,-0.10677578,-0.99925496,-0.99366888,-0.9941888,-0.99940654,-0.99362014,-0.99358295,-0.94288961,-0.57586911,-0.82266472,0.85044026,0.69127318,0.84156459,-0.030529617,-0.074705186,0.089415593,-0.99433322,-0.99747657,-0.9967981,-0.99465918,-0.99767248,-0.99741338,-0.88515685,-0.95574729,-0.75595361,0.84198968,0.91463224,0.82789793,-0.99898187,-0.98994616,-0.99251428,-0.99939524,-0.99547014,-0.99502186,-0.99936959,-0.99337855,-0.99370967,-0.99871609,-0.9980052,-0.99269866,-0.9950134,-0.98992311,-0.99970108,-0.99206061,-0.99732034,-0.99534292,-0.99504265,-0.99752732,-0.99774839,-0.992985,-0.99768732,-0.99643119,-0.99670223,-0.99756582,-0.9986123,-0.99748622,-0.99946549,-0.99953168,1,0
78,0.28202157,-0.037696218,-0.1348973,-0.32828019,-0.13715339,-0.18908594,-0.40487495,-0.17679141,-0.19947378,-0.154731,-0.20375902,-0.13075241,0.11207017,0.15669144,0.41137698,-0.47972952,0.082034033,0.25644309,-0.32354578,-0.14193972,-0.456598,-0.29766521,-0.15248477,-0.4810258,-0.49834193,-0.4090056,-0.20839637,0.26855103,0.4538886,0.4399589,-0.26090491,-0.1225668,-0.33121596,-0.35670701,-0.19956719,-0.17778017,-0.18577076,-0.079726841,-0.24177281,-0.59735228,-0.56324508,-0.15114842,-0.81167685,-0.89466127,-0.78209187,-0.18478068,-0.19802441,-0.30755844,-0.36807715,-0.11504726,-0.5653109,-0.12947063,-0.17256327,-0.41324275,-0.38959038,-0.14697587,-0.73097849,-0.9475466,-0.80230702,-0.98467687,1,1
79,0.25584075,-0.064550029,-0.095186339,-0.22920689,0.016506077,-0.26031088,-0.27676408,0.0090664664,-0.28736686,-0.154731,-0.17398307,-0.15662686,0.11207017,0.12274328,0.41137698,0.094091481,-0.30915291,0.086441165,-0.39925291,-0.088415705,-0.4021575,-0.43858778,-0.106544,-0.42105366,-0.39904206,-0.44752477,-0.20839637,0.29281497,0.4538886,0.42083315,-0.15111525,-0.029049967,-0.25730713,-0.26219727,-0.023857847,-0.32216393,-0.093833857,0.024516981,-0.31918066,-0.4706854,-0.39615915,-0.38778013,-0.64176782,-0.91239932,-0.32174077,-0.20450954,-0.24583137,-0.31117804,-0.4613169,-0.0098376617,-0.48985502,-0.29253197,-0.20828367,-0.37100545,-0.54904955,-0.20203856,-0.59376402,-0.53178024,-0.86119043,-0.96782452,1,1
